Respondent_ID,City,Age_Bracket,Monthly_Income,Fair_Price_Bundle,Avg_Spend_Order,Orders_Per_Week,Weekly_Workouts,Dietary_Style,Drink_Preference,Favourite_Flavours,Spirits_Enjoyed,Likely_Try_30_Days
5e09a9ee-af88-4dec-bb1e-143b196f4dfa,Mumbai,45-54,113880,800,1297,2,6,Vegan,Both,"Spicy, Citrusy","Tequila, Vodka, None",Maybe
a5135ea0-fa53-434d-a6d5-901d8b621d41,Chennai,45-54,86082,900,950,4,7,Vegan,Cocktails,"Citrusy, Fruity, Herbal","Vodka, Whiskey",Yes
46a02a9b-65ec-4acd-8f80-35f55bd20c98,Hyderabad,45-54,85248,800,816,2,4,High-protein,Cocktails,"Spicy, Citrusy","Whiskey, None, Vodka",Maybe
f2f25eef-1f45-4bfd-b7dc-67e030974b2b,Hyderabad,55+,114833,1200,1092,4,7,Vegan,Mocktails,"Fruity, Herbal, Spicy","Tequila, Whiskey",Maybe
1777e8cb-7468-4b98-92fe-2fded918b3e5,Bangalore,35-44,67006,800,814,5,0,High-protein,Cocktails,"Smoky, Fruity","Rum, Whiskey, Vodka",Yes
a3b5cece-a446-4e72-b64c-911aa9ab364a,Bangalore,45-54,71041,800,1138,2,3,High-protein,Both,"Smoky, Fruity","Vodka, Rum, None",Yes
0cf2b69b-0577-4ea9-b899-924698de8ebb,Mumbai,55+,67744,800,1035,4,6,Balanced,Mocktails,"Herbal, Fruity, Spicy","Tequila, Whiskey",Yes
fd235def-3e5a-47e3-9560-db22c96b5edb,Mumbai,45-54,38114,900,972,4,5,High-protein,Both,"Citrusy, Herbal",Whiskey,Maybe
34885a46-9088-4eaf-8977-6598203c8c25,Mumbai,55+,53059,1000,935,1,4,Vegan,Cocktails,Smoky,"Vodka, Tequila, None",Maybe
8de08fc2-c3e1-4a85-946e-f10411906f50,Bangalore,18-24,99242,1200,1043,4,3,Balanced,Mocktails,"Citrusy, Smoky, Spicy","Tequila, Rum, Gin",Yes
d0243d72-3748-467f-961d-33ba350843f0,Bangalore,55+,92550,1100,1143,5,2,Low-carb,Both,"Smoky, Spicy, Citrusy","Gin, Whiskey",Yes
c63d04ee-541c-4a86-bba5-cd2fdea45c19,Pune,55+,105533,1100,1278,5,0,Vegan,Mocktails,"Herbal, Spicy",Gin,Maybe
989240ac-e689-43a9-89e4-8e8c25c61c45,Bangalore,45-54,78773,1000,1240,1,3,Keto,Cocktails,"Spicy, Citrusy","Tequila, Gin, Whiskey",Yes
fbe94499-dbc0-40fd-86fb-7bf300b9d4a3,Delhi,25-34,28631,900,1208,3,7,Keto,Both,"Herbal, Fruity",Gin,Yes
8a4b8f7c-2147-4a15-bcce-96f6250a4578,Mumbai,35-44,61408,1200,890,1,7,Low-carb,Mocktails,Citrusy,"Rum, Vodka, Whiskey",No
1c24220e-2cab-47e7-8c6b-66e5402adf9c,Pune,18-24,77021,900,920,1,1,Vegan,Both,"Smoky, Citrusy, Spicy",Gin,Maybe
21bddb41-0699-4731-9dcf-8766a93b12cd,Bangalore,35-44,101588,1100,1212,2,6,High-protein,Mocktails,Spicy,Rum,Yes
c9d6a63b-ca3c-4f5f-9bb5-c40c03cde2e3,Bangalore,55+,32330,1100,1073,3,1,Balanced,Both,"Herbal, Spicy","Gin, Rum",Yes
040a3aae-52e2-4fd9-96bf-10ab3ce915e7,Bangalore,35-44,27762,1200,817,1,3,Balanced,Both,"Citrusy, Smoky","Vodka, Tequila, Gin",No
20733f6d-0d6a-45b3-83ef-20162c9b662e,Hyderabad,18-24,76508,1000,954,1,3,Balanced,Mocktails,Herbal,"Rum, Whiskey, Vodka",Yes
1d181ee9-86ad-4a8c-abc4-123ebde13c1b,Mumbai,45-54,86746,1100,1274,3,6,Low-carb,Mocktails,"Citrusy, Fruity, Spicy","Tequila, None",Maybe
72c22a16-79eb-4168-9045-56e5bee3eb79,Hyderabad,18-24,31828,900,1122,4,2,Low-carb,Cocktails,Citrusy,"Tequila, Vodka",Yes
97fa7f04-8363-4007-9cae-9610c72c1fe3,Delhi,55+,118528,900,1233,5,6,Balanced,Cocktails,"Spicy, Citrusy",None,Maybe
38b77c07-80fb-4296-b3b6-a09b1beaf6ac,Bangalore,35-44,51039,800,1012,3,2,Keto,Cocktails,"Spicy, Fruity, Herbal","None, Tequila, Gin",No
ba2c98ce-0b19-488e-9d77-a45ef206c269,Hyderabad,25-34,59312,900,825,4,6,Vegan,Cocktails,Fruity,"Gin, Tequila",Yes
a8addf36-ddf2-45eb-a8a3-f341c8819065,Pune,55+,82037,1100,1223,4,1,High-protein,Both,Spicy,"Rum, Whiskey",Yes
a4b1f991-7542-4646-8d37-a539857dd3b3,Hyderabad,25-34,103654,900,1221,3,3,Keto,Mocktails,"Spicy, Fruity","Rum, Gin",Maybe
ffa361be-0f92-40e1-87f9-7d05f6ca6b8b,Delhi,35-44,101402,1100,843,1,7,High-protein,Cocktails,"Herbal, Spicy, Citrusy","None, Whiskey",Maybe
6d204496-66d0-4371-98e8-8ebb7a9e8eef,Bangalore,18-24,37488,1200,830,1,5,High-protein,Cocktails,"Smoky, Fruity",Rum,Maybe
b65feea9-7d82-4264-9ba3-62e7afa415e5,Hyderabad,35-44,76733,1000,867,5,0,Vegan,Mocktails,"Spicy, Herbal","Whiskey, Gin",Yes
e63658c9-12d0-498d-b18d-4d05e8e22743,Pune,55+,81744,900,933,1,5,Low-carb,Mocktails,"Citrusy, Smoky","Rum, None",Maybe
25f934bf-9bb9-4155-9275-eb9414aeaf5c,Bangalore,55+,66026,1100,1257,2,5,Keto,Mocktails,"Herbal, Fruity, Smoky",Vodka,Yes
9fd34579-4667-42ce-a04e-178c10d08d11,Mumbai,45-54,59108,900,1161,4,6,Low-carb,Cocktails,Herbal,"None, Tequila",Yes
b64fa54a-8c61-4654-95da-75c1a21150f9,Hyderabad,18-24,119340,900,863,3,1,High-protein,Cocktails,Spicy,"Tequila, Rum, Gin",Maybe
98eeac2b-fe9f-4caa-a182-f347533f5a72,Mumbai,55+,99814,900,1013,1,3,Keto,Both,Citrusy,Rum,Maybe
816bcb9f-7426-4193-8b7e-6b3c87d292a6,Pune,18-24,76664,1000,1102,1,5,High-protein,Mocktails,Herbal,"None, Whiskey, Tequila",Maybe
cb08587d-1963-426d-ae21-8b099afd4015,Bangalore,55+,111246,800,968,1,7,Balanced,Both,"Smoky, Spicy, Fruity",None,Yes
a79b44b6-da50-4fed-9d4a-3d81b3a7d0e0,Mumbai,18-24,96716,1200,995,1,6,Balanced,Mocktails,Herbal,Vodka,No
8d244e3e-c4da-4ddb-a0b1-5abaa6a27967,Delhi,45-54,77742,1000,1131,2,1,Balanced,Cocktails,"Citrusy, Spicy","None, Vodka",No
6e191042-370b-4063-9d90-e79eb888f6ed,Chennai,25-34,89175,1100,1253,4,7,Balanced,Both,"Herbal, Fruity, Spicy","Tequila, Gin",Yes
69efafb1-3a7e-4e14-a359-eee173991a47,Hyderabad,18-24,30300,1200,974,4,3,High-protein,Cocktails,"Smoky, Fruity, Spicy","Whiskey, Vodka",No
66132e69-7418-4109-93d1-bf0f56c438e4,Hyderabad,35-44,44478,900,1150,3,3,Vegan,Cocktails,"Smoky, Fruity","Vodka, None, Tequila",Maybe
50032b35-1857-4baf-bac7-e2b96a7e4c36,Hyderabad,18-24,85903,1200,1216,3,5,Balanced,Both,Smoky,Vodka,Maybe
4140752c-aa44-4259-9001-8b7b6d4067f4,Hyderabad,25-34,48882,1100,823,1,6,Balanced,Cocktails,"Herbal, Smoky, Citrusy","Rum, Gin",Yes
afd380c4-2713-482c-b41e-a3ac5fd23109,Mumbai,55+,58989,800,1022,5,0,Low-carb,Cocktails,Fruity,None,Yes
175a81ec-112f-4612-b969-9ed2ec48bf55,Pune,45-54,111208,1200,1171,4,4,Vegan,Both,"Herbal, Citrusy",Gin,Yes
6e8f75a1-17dd-4d81-95da-705cd4ef00aa,Delhi,18-24,27082,900,1239,1,3,Keto,Both,Spicy,"None, Tequila",Yes
5f65c8ce-bd21-4c11-be9d-61ee18b87245,Bangalore,45-54,44420,1100,1016,1,1,High-protein,Mocktails,"Herbal, Smoky, Spicy",Whiskey,Maybe
0f5ae9d3-8e6e-4003-a14f-3f12cfd01cbd,Delhi,35-44,99636,1100,826,3,0,Low-carb,Both,"Herbal, Smoky, Spicy","Tequila, None, Rum",Yes
8fca7b6a-8fc4-4092-b4e5-59e596229348,Hyderabad,45-54,92286,1200,1171,5,7,High-protein,Both,Smoky,Whiskey,Maybe
692ac139-1f4a-4ca1-ab85-fd595463adc7,Chennai,18-24,60107,1100,1255,4,1,Keto,Both,"Citrusy, Herbal, Smoky","Vodka, Gin",Yes
f0ede303-aa53-419c-9fa4-bb9f5a856750,Delhi,45-54,70068,1100,918,5,3,Vegan,Both,"Smoky, Herbal",Rum,Maybe
ea74bb18-de3b-496f-ac45-96f6c012a0ff,Hyderabad,45-54,113225,1000,1207,4,2,Vegan,Mocktails,"Fruity, Herbal",Gin,Yes
49a214ae-f7e8-48e5-8d2b-91efb8976ec5,Chennai,45-54,38225,1100,1282,4,4,High-protein,Mocktails,"Fruity, Smoky, Spicy","Rum, Gin",Yes
1a85910d-5a05-4c11-8ffc-a6b199b479d4,Chennai,18-24,33344,1000,1020,1,3,Low-carb,Both,Herbal,"Rum, None",Maybe
279c658a-3676-4ce5-81e5-c9f693f277cc,Chennai,35-44,44815,1200,1109,1,0,Keto,Cocktails,Fruity,"Tequila, Vodka, None",Maybe
d8e7012f-3968-4c81-bb70-c3b8a81fdec3,Delhi,18-24,51920,1000,880,3,7,Vegan,Cocktails,"Fruity, Spicy, Citrusy","Rum, Gin",Yes
8e676a01-d86a-4460-99a1-120e1bb43332,Delhi,45-54,79493,800,925,4,5,Balanced,Both,Fruity,"Rum, Whiskey",Yes
47503f1d-c33a-4f6c-9d69-1fba5e187b24,Pune,25-34,44871,1200,1015,2,2,Keto,Cocktails,"Herbal, Citrusy",Whiskey,Yes
6dda4f8d-cea6-4f4c-b9e5-8ff092f837d4,Mumbai,55+,34120,800,973,3,6,High-protein,Cocktails,Herbal,None,No
c4767556-f97b-42dd-8f9b-72aed85c16bd,Delhi,55+,32577,1200,1298,3,6,Keto,Both,"Smoky, Citrusy, Herbal","Rum, None, Vodka",No
accb461a-9d13-4363-9f29-4a8bd1846c39,Chennai,55+,44249,1100,1028,2,7,Balanced,Both,"Spicy, Citrusy",Vodka,Maybe
9be71737-06b8-4231-8e86-7f3ca487eeab,Hyderabad,25-34,93219,1200,945,2,1,Vegan,Both,"Smoky, Citrusy","Gin, Vodka, Tequila",No
b18753e6-d457-4ad9-a867-a096edd877c8,Chennai,55+,58907,900,1226,3,6,Vegan,Mocktails,"Fruity, Citrusy, Spicy","Tequila, Rum, Vodka",Yes
45f50c52-2e2f-4f77-8769-79d644777442,Pune,18-24,83816,1000,1093,1,7,Balanced,Mocktails,"Smoky, Spicy, Herbal","Rum, Tequila",Maybe
ebe9e207-4f19-4ec0-832d-4526b3e4110a,Pune,45-54,93113,900,853,3,3,Balanced,Cocktails,Spicy,"Whiskey, None, Vodka",Yes
2e709838-0190-4620-99dc-abd056febfb9,Hyderabad,25-34,87423,900,1028,1,5,Vegan,Cocktails,"Smoky, Herbal, Spicy","Whiskey, None, Tequila",Maybe
a847bce7-90fa-4b57-a4ac-2130deaf528d,Hyderabad,45-54,46344,900,1058,2,7,Keto,Mocktails,"Smoky, Fruity, Citrusy",Whiskey,Yes
bdb025ff-2451-45a4-91d0-59b26699cd99,Pune,25-34,98272,1000,1271,1,6,Low-carb,Mocktails,"Smoky, Citrusy",Tequila,Yes
177d6e7e-07d9-44ce-b8c8-8faea2178f84,Bangalore,35-44,74081,1000,950,4,0,High-protein,Mocktails,"Herbal, Fruity, Spicy","Gin, None",No
604e46cb-3712-42d1-87cd-b6a1bf012e32,Hyderabad,18-24,41033,1200,978,1,0,Keto,Cocktails,"Citrusy, Herbal, Spicy","Whiskey, Tequila",Yes
284bf962-5744-4596-b422-21676b7a2460,Delhi,55+,108422,1100,1189,4,7,High-protein,Both,"Fruity, Herbal","Gin, Whiskey",Yes
530ac1c7-b8ba-4368-8fc7-77685ebbcca5,Mumbai,45-54,61356,800,1243,2,0,Vegan,Both,"Citrusy, Fruity, Smoky","Vodka, Gin, None",No
98a21f1c-914d-4fae-b100-13a7c6deb2f0,Chennai,25-34,87368,1200,1259,1,1,Vegan,Mocktails,Citrusy,Gin,No
27d415b6-0d77-45a0-a222-b6a615bfbe97,Chennai,45-54,36094,1200,1110,3,6,Vegan,Mocktails,"Fruity, Citrusy","Gin, Whiskey",Yes
0cbd3c03-9e2a-44ac-8122-b5b3284c03d2,Chennai,35-44,75070,1000,846,1,1,Vegan,Mocktails,"Spicy, Smoky","Vodka, Gin",Yes
716fda0a-45a8-4829-94e2-86e5ac8936bc,Hyderabad,25-34,32721,1200,1292,3,2,Low-carb,Both,Citrusy,"Vodka, Rum",Yes
9b69554d-7c54-435f-ac8c-3b6aa974d079,Bangalore,35-44,74219,800,826,2,3,Vegan,Both,Herbal,"Tequila, Whiskey, Vodka",Yes
372f871a-45ee-432d-aa07-f2137129cec7,Bangalore,45-54,97498,1100,833,4,0,Keto,Both,Fruity,"Tequila, None",Maybe
585d3f86-1d23-44e6-8329-20b7c143f426,Delhi,55+,110400,900,955,5,6,Keto,Mocktails,"Smoky, Spicy, Fruity","Tequila, Gin",Maybe
ad9fb00d-4882-473c-9c63-45ab6e0ed1e8,Chennai,45-54,97764,1100,821,1,7,Vegan,Cocktails,"Spicy, Fruity, Herbal","Rum, Tequila",Yes
86e52753-7c93-46cc-97d7-a560adb14670,Pune,45-54,71061,900,1099,5,4,Low-carb,Mocktails,"Smoky, Fruity, Spicy",Whiskey,Maybe
3873e57f-0ba0-48e8-8ef4-92c1aac93316,Delhi,55+,61629,1100,907,5,5,Balanced,Both,"Herbal, Citrusy",None,No
0e0630cd-996d-4c50-bc04-a168652ffb49,Bangalore,25-34,85266,1200,968,1,2,Low-carb,Both,"Fruity, Smoky","Gin, Whiskey, Tequila",Maybe
f200c261-4d29-41ab-b455-12f701f7c7ec,Chennai,18-24,110078,800,1075,1,7,Low-carb,Cocktails,"Smoky, Citrusy","Gin, Vodka",Yes
c3a00c6f-2321-41e1-8471-04c036136e15,Bangalore,25-34,83271,800,913,1,4,Balanced,Mocktails,Smoky,"Rum, Gin, Tequila",No
1eb74b56-53ff-43a2-8a19-35014169b9fc,Bangalore,18-24,61799,1100,1263,5,3,Low-carb,Mocktails,"Herbal, Fruity, Spicy","Tequila, Whiskey, Gin",Maybe
6e3f683a-bf3c-4140-bf54-a51101fa964e,Pune,55+,113103,1200,1089,2,1,Vegan,Mocktails,"Fruity, Spicy, Herbal","Gin, Tequila, Rum",Yes
88575117-6155-4667-a112-507c2cfa55b0,Pune,18-24,115831,1200,1114,3,7,Low-carb,Cocktails,"Fruity, Citrusy, Spicy","Rum, Vodka",Maybe
8f0881ee-8011-416b-bae8-8926b423ccde,Hyderabad,45-54,72378,1200,1188,1,3,Low-carb,Cocktails,"Smoky, Herbal","Vodka, Whiskey",Yes
5aaab32f-ce63-42b6-ab05-347fd556b37d,Mumbai,55+,28325,900,1300,4,1,High-protein,Mocktails,Citrusy,"Vodka, None",Yes
bdf66ba5-dc9c-46de-a5a6-74c212738a23,Hyderabad,18-24,102664,1000,1230,3,3,Low-carb,Cocktails,Citrusy,Rum,Maybe
75b27455-04cc-4ede-afac-16730ad45230,Delhi,18-24,103638,1200,1024,1,7,Vegan,Mocktails,Fruity,Whiskey,Yes
5024bdc6-dcb3-4df3-93ee-cdc6ebd14d2c,Pune,18-24,41716,800,1270,4,0,Balanced,Both,"Herbal, Fruity, Smoky","Vodka, Tequila, None",Yes
67884209-92ca-425a-ade5-93329364f3d0,Hyderabad,45-54,37560,1200,1185,4,3,Vegan,Both,"Fruity, Herbal, Spicy","Whiskey, Tequila",Maybe
4a1dab32-6aed-4dc7-a3e0-5309b5a1b949,Bangalore,18-24,84516,1200,968,5,3,Low-carb,Mocktails,Smoky,"Vodka, Tequila, Gin",No
f758dce2-0556-4aea-a7b0-32831d7c0098,Delhi,55+,58591,1000,1015,4,7,High-protein,Mocktails,Fruity,Gin,Yes
f296d9f0-cd23-42c2-abff-e17b532401fc,Hyderabad,55+,110420,1000,959,5,2,High-protein,Cocktails,"Smoky, Citrusy","Rum, Vodka",Maybe
b08a4895-d4ff-4666-b5c8-e90d9e3d750d,Pune,25-34,32512,900,1059,5,0,Keto,Cocktails,Spicy,"Gin, Vodka, Rum",Yes
6fcc57dd-168f-4e12-9ca2-60c9eb7607c9,Hyderabad,45-54,103612,1000,1236,5,5,Vegan,Cocktails,"Citrusy, Spicy",Whiskey,No
6f887f28-3e49-4d09-9b19-d8b8d8302081,Mumbai,45-54,53757,800,1127,2,3,Keto,Both,Spicy,"None, Rum",No
1422373f-8622-48d1-a683-e10796c044d0,Hyderabad,25-34,77469,900,1222,1,5,Low-carb,Mocktails,"Fruity, Smoky",Rum,Yes
beed10b6-4f6e-474b-9eda-b0276550f74a,Pune,55+,72174,800,1299,1,3,High-protein,Cocktails,Spicy,"None, Gin",Yes
c77444cb-5543-4c3c-b8b8-f24e56ea57b3,Chennai,25-34,48401,900,811,2,4,Low-carb,Mocktails,"Spicy, Herbal, Citrusy",Rum,No
a21b0307-82af-485c-938d-994c2b0abedd,Bangalore,45-54,56476,1000,1214,3,2,Vegan,Both,"Fruity, Smoky",Gin,Maybe
31a3ac4d-828c-47e7-87d5-b7be1d30d990,Delhi,55+,74570,1000,962,5,6,High-protein,Mocktails,"Smoky, Spicy, Citrusy","Gin, Rum",Yes
59e1ac09-5970-4859-86b6-e4ade7ea8d5a,Pune,35-44,41575,1200,1295,5,7,High-protein,Both,Herbal,"Tequila, Vodka, Gin",Maybe
a53bc024-d1a6-4d87-b54e-2019ba35844e,Pune,55+,74055,1100,1065,4,2,Balanced,Both,"Smoky, Herbal","Whiskey, None, Rum",Maybe
1a5165ca-3c7c-4d85-a5cf-0041d0a643fe,Pune,55+,110162,800,906,2,3,Keto,Mocktails,"Spicy, Citrusy","Whiskey, Tequila",Yes
2c6a6e9a-3280-47a1-8187-222b257d5e52,Bangalore,35-44,97161,800,868,1,4,Keto,Both,"Spicy, Fruity","Tequila, None",Yes
c257cf73-c29d-482b-a722-796e9a36d1ec,Hyderabad,45-54,81689,1100,988,4,5,Balanced,Cocktails,Spicy,"Gin, Rum",Maybe
f387e1bd-2d59-42c6-934a-5a2fa7cf705c,Bangalore,18-24,63603,1200,1062,5,1,Balanced,Mocktails,Fruity,Rum,Yes
76c5a0dc-7e7e-4419-a0c1-4035c5d95f51,Delhi,35-44,50774,1000,928,3,4,High-protein,Both,"Spicy, Citrusy, Fruity","Rum, None",Maybe
9458054e-c287-4f06-9050-f7efc1235c91,Hyderabad,45-54,101015,800,1041,5,2,Keto,Mocktails,Spicy,"Gin, Tequila",Maybe
e1cde87f-ec95-4f87-ae5e-c36572eb7474,Chennai,45-54,119700,1100,974,1,5,High-protein,Cocktails,"Herbal, Spicy, Smoky","Tequila, Vodka",Yes
fc8d5b93-a2a2-491f-a49b-1cd99082889b,Chennai,25-34,65051,800,1055,3,5,High-protein,Cocktails,"Herbal, Citrusy","Tequila, Vodka",Maybe
f891b0c3-dd3f-487e-92bd-c6619fe0a8c7,Mumbai,25-34,45144,1000,1090,5,6,Keto,Mocktails,"Fruity, Herbal",Whiskey,Yes
70944bdb-26a5-44e3-90ee-7a92a09151e0,Chennai,45-54,108755,1000,847,2,1,Vegan,Mocktails,Smoky,"Vodka, Gin",Yes
a1a27485-7134-4c2a-b80b-3657117b355b,Hyderabad,35-44,51986,900,949,5,1,Keto,Mocktails,"Smoky, Fruity",Rum,No
97674900-4651-4367-8bdc-43184d85a3d2,Hyderabad,45-54,45582,800,866,5,6,Keto,Both,Herbal,Gin,No
12fe28bf-81e0-4489-9a18-e2a30e614bcd,Bangalore,45-54,118018,1100,881,5,4,Vegan,Mocktails,"Herbal, Citrusy, Fruity",Gin,Yes
09a0a0f6-73b0-4091-b634-c1694f76e388,Hyderabad,55+,57353,1200,968,5,7,Keto,Cocktails,"Fruity, Smoky, Spicy","Whiskey, Rum, Tequila",Yes
497de16d-d4ea-420a-9e65-96540e9058b6,Delhi,45-54,57654,900,1260,5,6,Keto,Cocktails,"Spicy, Fruity, Smoky","Vodka, Gin, Tequila",Yes
fa34d2e8-dd3f-4d7e-a508-dc9513a4a492,Pune,55+,63258,800,1157,2,7,Keto,Both,Citrusy,Vodka,Maybe
98159d6c-9d71-4084-971d-abf9daf481a7,Bangalore,45-54,84105,900,929,2,0,Keto,Mocktails,Herbal,"Rum, Whiskey",No
949077c2-7674-456f-a26d-719d81cf3252,Hyderabad,18-24,26407,1000,858,2,5,Keto,Cocktails,"Fruity, Smoky","None, Gin, Whiskey",Yes
bd29ede9-cab4-423b-b448-83858de7ad6c,Bangalore,25-34,47359,800,1110,1,2,Balanced,Mocktails,"Herbal, Spicy, Fruity","Vodka, Rum, Gin",Yes
e8b77f7b-7321-4f6b-8a80-76ece5582e16,Delhi,25-34,118639,800,1257,5,3,Keto,Both,Smoky,"None, Vodka, Whiskey",Maybe
30307633-a6de-41d8-9258-17b7cf501889,Hyderabad,18-24,103407,800,824,4,3,High-protein,Cocktails,Spicy,Vodka,Yes
80599b93-79c2-42e4-9ae1-a991524f93ff,Mumbai,35-44,50185,800,912,1,2,High-protein,Mocktails,"Smoky, Fruity","Rum, Tequila",Maybe
73557b9d-0fd6-447e-b52d-4af2269ed4c9,Chennai,25-34,96002,1100,1280,4,1,High-protein,Mocktails,Citrusy,"Gin, Vodka",Yes
d65e59dd-e62d-4d06-8f9b-85581a7f195b,Bangalore,18-24,76011,900,1034,2,1,Balanced,Both,"Citrusy, Fruity, Herbal",Whiskey,Yes
15969802-b6dd-4257-bb7d-9f1c57eb89b1,Chennai,45-54,38344,1200,1205,5,2,Balanced,Mocktails,"Citrusy, Herbal, Smoky","Gin, Rum, None",Maybe
0a0537f0-2c2c-422b-a568-95c6812a1f9b,Pune,35-44,112342,1100,834,3,0,Vegan,Both,"Herbal, Spicy","Tequila, Vodka, Gin",Yes
fdb1429e-7010-4d13-b526-b22d3f6c21f7,Mumbai,35-44,55984,1100,1187,2,1,Low-carb,Mocktails,"Herbal, Citrusy",Gin,Yes
9c1c3517-85d2-40a6-8629-5b5d707df251,Pune,18-24,56203,1200,1284,4,5,High-protein,Cocktails,"Fruity, Herbal","Rum, Vodka, Gin",No
eafde7d9-5f73-4a3e-9d28-6aa428a39779,Bangalore,35-44,56752,900,1076,1,3,High-protein,Both,"Smoky, Citrusy",Whiskey,Maybe
c6435300-68a5-4c68-a32d-bb5e486bb6bf,Mumbai,45-54,34173,900,826,2,3,High-protein,Mocktails,Smoky,"Gin, None, Vodka",Yes
0d67d38e-990f-4c5b-adcc-3daf569f3ab3,Hyderabad,35-44,46516,900,925,4,2,Vegan,Mocktails,"Citrusy, Herbal","Gin, Rum, Whiskey",Yes
55ab946d-a5b5-4dc2-a181-c85eca0ac6ac,Bangalore,45-54,74508,900,1041,4,6,Vegan,Both,"Herbal, Spicy, Smoky",Whiskey,Yes
8ed6ad5e-1831-4aa3-9466-9d1910df9974,Mumbai,35-44,103011,1200,878,5,2,Balanced,Cocktails,"Citrusy, Herbal","Whiskey, Tequila",Maybe
4082cbb9-48bd-4b3e-a2f5-df2badaa44ca,Mumbai,35-44,42911,1100,900,2,3,Low-carb,Mocktails,"Citrusy, Herbal, Spicy","Whiskey, Rum",Yes
f6e39356-a814-4562-9a00-3f16b9469bcf,Bangalore,55+,34336,1100,1253,1,1,Keto,Both,Spicy,"Rum, None",Maybe
267eddce-df8f-4197-9a4a-99b2e806133c,Hyderabad,35-44,116285,800,1133,4,6,High-protein,Mocktails,"Fruity, Citrusy","None, Vodka, Gin",Yes
a9e27ba9-952e-4abb-94dd-5061555736f8,Hyderabad,25-34,58330,900,1108,5,2,Low-carb,Mocktails,Herbal,"None, Tequila",No
4f6b58c8-598d-4aec-aaaf-e5432434a678,Mumbai,55+,49749,1100,884,4,4,Balanced,Both,"Herbal, Citrusy, Smoky","None, Vodka",Yes
a981b098-b2cf-452d-a7f3-33b3f7baf55e,Chennai,35-44,43705,1000,1183,2,6,Balanced,Mocktails,Herbal,Vodka,Yes
b576255e-9854-4f22-a102-f9c964575bc4,Pune,45-54,93807,1100,1135,3,6,High-protein,Mocktails,"Spicy, Smoky",Whiskey,Yes
8f158449-4f40-422f-95b0-2530f020e992,Mumbai,45-54,99329,900,895,2,0,High-protein,Mocktails,"Herbal, Smoky","Tequila, Vodka, Gin",Yes
54170a17-caaa-4bbe-a4bb-f962606e0e1c,Mumbai,45-54,41342,1000,832,3,0,Vegan,Mocktails,"Herbal, Fruity",Vodka,Yes
b3ecb951-ab8c-4f97-a0b7-1785d02ce0c1,Mumbai,55+,30486,800,908,5,0,Keto,Both,"Citrusy, Herbal, Spicy","Tequila, Whiskey",Yes
ff4625af-bd20-463b-b275-b5f3d436a7a8,Pune,35-44,66317,900,1281,3,6,Keto,Both,Citrusy,"Vodka, None",Yes
17ec889c-86c1-46cb-a996-30f7af77520e,Pune,45-54,43201,800,1108,1,4,High-protein,Cocktails,"Smoky, Herbal","Whiskey, Gin, Vodka",No
822c4d32-6c64-4c15-aba3-01cba561e1e9,Bangalore,18-24,108070,1000,1247,1,5,Keto,Mocktails,"Herbal, Smoky, Citrusy","Vodka, Rum, Whiskey",No
4f11d8dc-5cd3-4369-84aa-c1b75ca0c428,Hyderabad,18-24,75444,1000,1110,2,2,Vegan,Both,"Smoky, Fruity, Herbal","Vodka, Rum",No
577bc55a-36d5-4494-b37f-d50d2e25b5ee,Chennai,45-54,47027,1100,1288,1,7,Vegan,Mocktails,Spicy,None,Maybe
31274148-7c7c-404e-8422-d03ef29a6339,Mumbai,45-54,118816,800,882,3,6,Balanced,Mocktails,"Citrusy, Herbal, Smoky",None,Yes
27aa7cbc-2337-4bbc-bffe-77c839feb99c,Chennai,45-54,36854,1000,1246,2,1,Balanced,Cocktails,"Herbal, Smoky, Fruity",Rum,Yes
c9c23e69-d82c-4565-8bb9-07ec13c11754,Mumbai,18-24,36683,1000,1179,5,3,Low-carb,Both,"Spicy, Citrusy","Tequila, Vodka",Yes
8a2e6a93-c558-4bb2-81f7-f3fb19e45c6a,Chennai,55+,49885,1100,1016,3,5,High-protein,Both,"Smoky, Spicy, Fruity","Vodka, Tequila",No
86cac6f4-e238-4e93-bd17-c5e8d5ca69ab,Bangalore,25-34,63905,900,1055,4,2,Vegan,Cocktails,Fruity,"Rum, None, Vodka",Yes
e05b46c5-5636-4094-a974-31db09a9d1c1,Pune,55+,87689,900,1053,3,6,Low-carb,Cocktails,Spicy,"Gin, Vodka, None",No
98e52499-218c-4e1c-9e37-4f7ac42cbc39,Pune,45-54,64203,900,811,5,6,Balanced,Cocktails,"Herbal, Citrusy, Spicy","Vodka, Tequila",Maybe
2e4bebc4-2989-4880-a77d-1be96070b6a1,Bangalore,25-34,116895,1200,1001,1,2,Balanced,Both,Citrusy,"None, Gin",Maybe
9feefdff-c566-4a81-b15e-54f6d4d30795,Hyderabad,45-54,63152,900,907,2,3,Low-carb,Cocktails,"Smoky, Fruity, Citrusy",Whiskey,No
b89f72f3-2a60-4652-a714-7668cf1d7d3a,Hyderabad,25-34,32383,800,982,4,2,Low-carb,Mocktails,"Citrusy, Herbal, Fruity","None, Whiskey, Gin",Yes
5d42b9e9-692e-47b6-8b2f-6d5c700b5d5f,Delhi,45-54,89045,1000,1152,5,2,Keto,Both,"Fruity, Herbal, Citrusy","Rum, Whiskey",Yes
