Customer ID,Age,Gender,City,Income Bracket,Preferred Cuisines,Mocktail Preference,Cocktail Preference,Order Frequency,Satisfaction (1-5),Spend per Order,Repeat Order,Order Influence,Delivery Issues
509,34,Female,Chennai,₹80k+,"Thai, Continental",Spicy Guava,Whiskey Sour,Rarely,2,892.0,Yes,"Google Search, Friend Referral, Instagram",High Price
510,37,Other,Chennai,<₹20k,"Italian, Mexican",Virgin Mojito,Whiskey Sour,Frequently,1,989.0,Yes,"Swiggy Ads, Zomato, Instagram","None, Late Delivery"
511,42,Other,Hyderabad,₹60k–80k,"Mexican, Continental, Chinese",Virgin Mojito,Rum Punch,Rarely,4,1043.0,No,Friend Referral,Wrong Order
512,39,Male,Delhi,₹40k–60k,"Italian, Indian",Virgin Mojito,Gin & Tonic,Rarely,2,1350.0,Yes,Google Search,Wrong Order
513,30,Male,Bangalore,<₹20k,"Mexican, Italian, Indian",Fruit Fizz,Whiskey Sour,Frequently,2,956.0,Yes,"Friend Referral, Zomato",Wrong Order
514,36,Other,Delhi,₹20k–40k,"Continental, Italian",Virgin Mojito,Margarita,Frequently,2,967.0,No,"Instagram, Google Search, Swiggy Ads",High Price
515,53,Female,Mumbai,₹80k+,"Italian, Thai",Spicy Guava,Gin & Tonic,Frequently,1,1220.0,Yes,"Instagram, Google Search","Small Portion, None"
516,29,Male,Delhi,₹80k+,"Chinese, Italian, Thai",Virgin Mojito,Gin & Tonic,Occasionally,3,924.0,No,Friend Referral,Late Delivery
517,58,Male,Mumbai,₹40k–60k,Thai,Spicy Guava,Gin & Tonic,Frequently,2,1057.0,Yes,"Swiggy Ads, Instagram, Zomato","Small Portion, High Price"
518,36,Other,Mumbai,₹80k+,Italian,Virgin Mojito,Rum Punch,Frequently,1,1202.0,Yes,Swiggy Ads,Small Portion
519,29,Female,Bangalore,₹80k+,"Chinese, Italian",Spicy Guava,Margarita,Frequently,4,885.0,Yes,Swiggy Ads,"Wrong Order, Small Portion"
520,26,Other,Hyderabad,<₹20k,"Continental, Mexican, Italian",Spicy Guava,Gin & Tonic,Rarely,5,1068.0,Yes,"Google Search, Instagram, Zomato","High Price, Wrong Order"
521,24,Female,Delhi,₹60k–80k,"Thai, Mexican",Virgin Mojito,Whiskey Sour,Rarely,1,1349.0,Yes,"Friend Referral, Zomato",Wrong Order
522,45,Female,Mumbai,₹40k–60k,"Continental, Chinese, Thai",Virgin Mojito,Whiskey Sour,Occasionally,5,1184.0,No,"Swiggy Ads, Friend Referral","High Price, Wrong Order"
523,31,Female,Delhi,<₹20k,"Italian, Chinese, Continental",Spicy Guava,Rum Punch,Rarely,2,1057.0,Yes,Swiggy Ads,Late Delivery
524,48,Male,Hyderabad,₹60k–80k,"Thai, Continental, Italian",Minty Lime,Whiskey Sour,Occasionally,2,955.0,No,Instagram,Wrong Order
525,36,Other,Hyderabad,<₹20k,Mexican,Fruit Fizz,Gin & Tonic,Rarely,1,879.0,Yes,"Zomato, Swiggy Ads, Instagram","Small Portion, Wrong Order"
526,33,Other,Chennai,<₹20k,"Thai, Chinese, Indian",Minty Lime,Whiskey Sour,Frequently,5,802.0,Yes,Swiggy Ads,Late Delivery
527,22,Female,Hyderabad,₹80k+,"Continental, Italian, Chinese",Minty Lime,Gin & Tonic,Rarely,2,1302.0,Yes,"Instagram, Swiggy Ads",High Price
528,52,Male,Bangalore,₹60k–80k,Thai,Virgin Mojito,Whiskey Sour,Occasionally,4,1263.0,Yes,Zomato,Late Delivery
529,29,Male,Mumbai,₹40k–60k,"Italian, Chinese, Mexican",Fruit Fizz,Margarita,Rarely,3,869.0,No,Friend Referral,None
530,42,Other,Chennai,₹40k–60k,"Chinese, Mexican",Minty Lime,Rum Punch,Frequently,3,1068.0,No,"Friend Referral, Instagram, Zomato","Small Portion, Late Delivery"
531,38,Male,Bangalore,₹60k–80k,"Continental, Italian",Virgin Mojito,Rum Punch,Occasionally,2,1022.0,No,Instagram,Late Delivery
532,53,Male,Delhi,₹80k+,"Mexican, Thai, Italian",Minty Lime,Margarita,Frequently,5,1237.0,Yes,"Zomato, Swiggy Ads, Friend Referral","Wrong Order, None"
533,40,Female,Mumbai,₹20k–40k,Italian,Minty Lime,Margarita,Frequently,2,1077.0,Yes,"Friend Referral, Instagram, Zomato",High Price
534,33,Male,Hyderabad,<₹20k,"Indian, Italian, Continental",Virgin Mojito,Rum Punch,Occasionally,5,995.0,Yes,"Instagram, Swiggy Ads, Zomato",High Price
535,56,Female,Mumbai,₹80k+,"Thai, Mexican",Virgin Mojito,Margarita,Frequently,4,892.0,No,"Zomato, Instagram",Small Portion
536,59,Other,Delhi,₹60k–80k,Indian,Virgin Mojito,Gin & Tonic,Frequently,5,1068.0,Yes,Friend Referral,"High Price, Small Portion"
537,56,Male,Chennai,<₹20k,Italian,Fruit Fizz,Whiskey Sour,Rarely,2,930.0,Yes,Instagram,Small Portion
538,31,Other,Chennai,₹40k–60k,"Mexican, Thai",Minty Lime,Rum Punch,Frequently,4,1044.0,Yes,"Instagram, Zomato, Swiggy Ads","High Price, None"
539,48,Other,Chennai,₹20k–40k,"Italian, Thai, Mexican",Virgin Mojito,Margarita,Frequently,1,985.0,Yes,"Google Search, Zomato, Instagram","Late Delivery, Wrong Order"
540,22,Male,Hyderabad,₹40k–60k,Italian,Spicy Guava,Gin & Tonic,Frequently,3,926.0,Yes,Swiggy Ads,"Late Delivery, Small Portion"
541,52,Male,Bangalore,₹60k–80k,Mexican,Minty Lime,Rum Punch,Frequently,2,805.0,Yes,"Friend Referral, Instagram, Swiggy Ads","None, Wrong Order"
542,40,Other,Bangalore,<₹20k,"Mexican, Thai, Indian",Spicy Guava,Margarita,Occasionally,2,1103.0,No,"Friend Referral, Zomato, Swiggy Ads","Wrong Order, Small Portion"
543,46,Male,Mumbai,₹60k–80k,"Mexican, Continental",Fruit Fizz,Rum Punch,Rarely,2,1009.0,No,"Friend Referral, Instagram",High Price
544,28,Female,Hyderabad,<₹20k,"Indian, Chinese",Virgin Mojito,Margarita,Frequently,4,1357.0,Yes,"Friend Referral, Zomato, Google Search",Wrong Order
545,35,Female,Chennai,₹80k+,Indian,Spicy Guava,Rum Punch,Frequently,1,794.0,Yes,"Google Search, Instagram, Zomato",High Price
546,29,Male,Chennai,₹20k–40k,"Indian, Continental",Fruit Fizz,Gin & Tonic,Occasionally,5,1125.0,Yes,"Friend Referral, Instagram",None
547,26,Other,Delhi,₹80k+,Italian,Virgin Mojito,Gin & Tonic,Frequently,1,983.0,No,Google Search,"Small Portion, None"
548,27,Male,Delhi,₹80k+,Thai,Spicy Guava,Whiskey Sour,Occasionally,4,1420.0,No,Swiggy Ads,"High Price, Wrong Order"
549,34,Male,Chennai,₹60k–80k,"Italian, Chinese, Indian",Spicy Guava,Rum Punch,Rarely,2,1110.0,No,"Zomato, Friend Referral, Swiggy Ads",Small Portion
550,55,Other,Chennai,₹20k–40k,"Continental, Mexican, Chinese",Fruit Fizz,Whiskey Sour,Rarely,3,1065.0,No,Swiggy Ads,Wrong Order
551,24,Other,Hyderabad,<₹20k,Continental,Virgin Mojito,Rum Punch,Frequently,2,984.0,Yes,"Google Search, Friend Referral, Instagram","None, Late Delivery"
552,30,Female,Bangalore,<₹20k,"Indian, Continental, Thai",Virgin Mojito,Margarita,Frequently,5,859.0,No,"Google Search, Zomato, Instagram",Late Delivery
553,57,Other,Delhi,₹40k–60k,"Thai, Italian",Spicy Guava,Margarita,Frequently,3,1062.0,Yes,Swiggy Ads,Late Delivery
554,59,Female,Bangalore,<₹20k,"Mexican, Chinese",Spicy Guava,Whiskey Sour,Occasionally,2,724.0,Yes,Google Search,Late Delivery
555,26,Other,Hyderabad,₹60k–80k,Chinese,Spicy Guava,Rum Punch,Frequently,3,733.0,No,"Zomato, Instagram",None
556,44,Male,Chennai,₹80k+,"Thai, Continental, Italian",Virgin Mojito,Whiskey Sour,Frequently,1,1202.0,Yes,"Instagram, Friend Referral, Google Search","None, Late Delivery"
557,19,Female,Bangalore,₹80k+,"Italian, Chinese, Thai",Fruit Fizz,Gin & Tonic,Rarely,4,648.0,Yes,"Swiggy Ads, Google Search, Instagram",High Price
558,22,Female,Chennai,₹80k+,Thai,Fruit Fizz,Whiskey Sour,Frequently,2,936.0,Yes,"Swiggy Ads, Zomato, Instagram","None, Late Delivery"
559,46,Female,Chennai,₹20k–40k,"Italian, Chinese, Thai",Virgin Mojito,Whiskey Sour,Rarely,5,790.0,Yes,Friend Referral,Small Portion
560,54,Male,Mumbai,<₹20k,"Chinese, Thai",Minty Lime,Margarita,Frequently,1,920.0,No,"Instagram, Friend Referral",Small Portion
561,55,Male,Bangalore,₹60k–80k,"Indian, Chinese, Continental",Fruit Fizz,Whiskey Sour,Rarely,2,1037.0,Yes,"Friend Referral, Zomato","Late Delivery, Wrong Order"
562,36,Male,Bangalore,₹20k–40k,"Continental, Thai, Italian",Spicy Guava,Rum Punch,Frequently,1,1197.0,Yes,"Swiggy Ads, Google Search",High Price
563,25,Male,Chennai,₹40k–60k,"Indian, Continental",Minty Lime,Margarita,Rarely,5,1244.0,Yes,"Google Search, Zomato, Friend Referral",None
564,18,Male,Hyderabad,₹60k–80k,Mexican,Minty Lime,Whiskey Sour,Occasionally,2,816.0,Yes,Friend Referral,"High Price, Wrong Order"
565,39,Female,Mumbai,₹60k–80k,Chinese,Fruit Fizz,Gin & Tonic,Rarely,5,907.0,Yes,Google Search,"Late Delivery, Small Portion"
566,34,Male,Chennai,₹60k–80k,"Thai, Chinese",Minty Lime,Whiskey Sour,Rarely,3,1500.0,Yes,Friend Referral,Wrong Order
567,24,Female,Delhi,₹80k+,Chinese,Minty Lime,Whiskey Sour,Rarely,5,950.0,Yes,Friend Referral,Wrong Order
568,42,Male,Delhi,₹60k–80k,"Indian, Continental",Fruit Fizz,Whiskey Sour,Frequently,3,824.0,No,"Instagram, Zomato","Small Portion, High Price"
569,21,Other,Mumbai,<₹20k,Continental,Fruit Fizz,Margarita,Frequently,2,857.0,No,Google Search,Wrong Order
570,53,Female,Hyderabad,₹60k–80k,"Mexican, Thai",Minty Lime,Rum Punch,Frequently,3,951.0,Yes,"Friend Referral, Zomato, Instagram","Wrong Order, None"
571,23,Other,Chennai,₹80k+,"Mexican, Continental, Chinese",Spicy Guava,Gin & Tonic,Occasionally,2,921.0,Yes,"Zomato, Google Search, Instagram",High Price
572,48,Female,Bangalore,₹60k–80k,Indian,Virgin Mojito,Whiskey Sour,Occasionally,2,953.0,Yes,Swiggy Ads,"Wrong Order, None"
573,36,Other,Mumbai,₹40k–60k,Mexican,Minty Lime,Rum Punch,Rarely,4,996.0,No,"Instagram, Zomato, Google Search",Small Portion
574,56,Male,Hyderabad,₹40k–60k,"Mexican, Continental, Chinese",Minty Lime,Rum Punch,Occasionally,2,994.0,Yes,"Instagram, Zomato, Friend Referral",Small Portion
575,44,Male,Bangalore,₹80k+,"Mexican, Thai, Continental",Spicy Guava,Margarita,Rarely,3,809.0,No,"Instagram, Zomato, Swiggy Ads","High Price, Small Portion"
576,27,Male,Delhi,<₹20k,Thai,Minty Lime,Gin & Tonic,Rarely,4,1074.0,No,Friend Referral,Wrong Order
577,43,Female,Delhi,<₹20k,"Chinese, Mexican",Minty Lime,Margarita,Rarely,4,1024.0,No,"Swiggy Ads, Instagram",None
578,36,Other,Bangalore,₹20k–40k,"Thai, Italian",Virgin Mojito,Rum Punch,Occasionally,2,1099.0,No,"Google Search, Swiggy Ads",Wrong Order
579,56,Male,Mumbai,₹80k+,"Indian, Mexican",Virgin Mojito,Rum Punch,Frequently,5,657.0,Yes,Instagram,"High Price, None"
580,20,Other,Delhi,₹60k–80k,"Thai, Mexican, Continental",Virgin Mojito,Rum Punch,Occasionally,5,1031.0,Yes,Google Search,"Late Delivery, High Price"
581,30,Other,Chennai,₹80k+,"Chinese, Italian, Continental",Fruit Fizz,Margarita,Rarely,4,603.0,No,Friend Referral,"None, High Price"
582,45,Male,Bangalore,₹20k–40k,"Indian, Thai, Mexican",Fruit Fizz,Gin & Tonic,Rarely,2,965.0,Yes,Instagram,High Price
583,37,Male,Bangalore,₹80k+,Mexican,Virgin Mojito,Whiskey Sour,Occasionally,5,1132.0,Yes,Swiggy Ads,"Late Delivery, Wrong Order"
584,45,Other,Delhi,₹80k+,Chinese,Virgin Mojito,Margarita,Rarely,2,1209.0,Yes,"Zomato, Swiggy Ads",High Price
585,25,Male,Mumbai,₹20k–40k,"Italian, Mexican",Fruit Fizz,Rum Punch,Rarely,2,1067.0,Yes,"Zomato, Google Search, Friend Referral","None, High Price"
586,58,Male,Chennai,<₹20k,"Chinese, Italian",Spicy Guava,Margarita,Occasionally,4,1135.0,No,"Swiggy Ads, Instagram",None
587,56,Male,Mumbai,₹60k–80k,Mexican,Minty Lime,Rum Punch,Occasionally,4,940.0,Yes,"Zomato, Google Search","Wrong Order, Small Portion"
588,18,Female,Hyderabad,₹20k–40k,"Mexican, Indian, Chinese",Minty Lime,Whiskey Sour,Occasionally,1,898.0,Yes,"Google Search, Zomato","High Price, Wrong Order"
589,20,Other,Hyderabad,₹40k–60k,"Continental, Indian, Mexican",Virgin Mojito,Whiskey Sour,Rarely,5,1500.0,No,Friend Referral,"Small Portion, Wrong Order"
590,30,Other,Delhi,<₹20k,"Indian, Mexican, Italian",Spicy Guava,Gin & Tonic,Rarely,5,1165.0,No,"Zomato, Instagram",None
591,45,Female,Delhi,₹40k–60k,"Mexican, Indian",Fruit Fizz,Rum Punch,Frequently,5,765.0,Yes,Google Search,"Small Portion, Wrong Order"
592,42,Other,Delhi,<₹20k,"Mexican, Continental",Virgin Mojito,Gin & Tonic,Frequently,3,653.0,Yes,"Zomato, Instagram","Wrong Order, Small Portion"
593,50,Male,Hyderabad,₹60k–80k,"Indian, Mexican",Spicy Guava,Gin & Tonic,Occasionally,2,907.0,Yes,Instagram,"Small Portion, High Price"
594,55,Other,Mumbai,₹60k–80k,"Italian, Chinese",Spicy Guava,Whiskey Sour,Frequently,4,1238.0,Yes,"Instagram, Swiggy Ads, Google Search",Wrong Order
595,23,Male,Mumbai,₹80k+,"Italian, Continental",Spicy Guava,Margarita,Rarely,5,1010.0,Yes,Instagram,"None, Wrong Order"
596,49,Female,Delhi,₹40k–60k,"Chinese, Continental",Fruit Fizz,Margarita,Frequently,1,555.0,Yes,Instagram,Small Portion
597,38,Male,Chennai,<₹20k,Thai,Fruit Fizz,Gin & Tonic,Rarely,5,965.0,No,"Zomato, Friend Referral, Instagram",Small Portion
598,33,Other,Mumbai,₹60k–80k,"Thai, Continental, Chinese",Minty Lime,Whiskey Sour,Occasionally,2,1000.0,Yes,"Zomato, Google Search","None, Late Delivery"
599,38,Other,Hyderabad,₹20k–40k,Mexican,Minty Lime,Rum Punch,Occasionally,2,517.0,Yes,Zomato,None
600,28,Other,Bangalore,₹60k–80k,"Indian, Chinese",Spicy Guava,Margarita,Rarely,4,1005.0,Yes,Zomato,Late Delivery
601,54,Female,Bangalore,₹20k–40k,Continental,Spicy Guava,Gin & Tonic,Frequently,3,797.0,Yes,"Instagram, Swiggy Ads, Google Search","None, Wrong Order"
602,53,Female,Bangalore,<₹20k,Indian,Fruit Fizz,Margarita,Occasionally,4,633.0,No,Google Search,None
603,52,Other,Chennai,₹60k–80k,"Continental, Thai, Indian",Minty Lime,Margarita,Occasionally,5,1321.0,Yes,"Instagram, Friend Referral","Late Delivery, None"
604,36,Male,Delhi,₹60k–80k,"Indian, Thai",Spicy Guava,Rum Punch,Frequently,1,788.0,Yes,"Instagram, Swiggy Ads, Friend Referral","Small Portion, Wrong Order"
605,37,Female,Hyderabad,<₹20k,"Mexican, Chinese",Minty Lime,Whiskey Sour,Frequently,4,867.0,Yes,"Instagram, Zomato, Swiggy Ads",Wrong Order
606,35,Other,Chennai,₹60k–80k,"Chinese, Mexican",Minty Lime,Rum Punch,Rarely,3,864.0,No,Swiggy Ads,"High Price, Small Portion"
607,58,Other,Hyderabad,₹20k–40k,"Chinese, Continental",Spicy Guava,Whiskey Sour,Frequently,4,1000.0,Yes,Zomato,Small Portion
608,31,Female,Hyderabad,₹60k–80k,"Italian, Chinese",Fruit Fizz,Margarita,Frequently,2,1353.0,Yes,"Instagram, Friend Referral",Small Portion
609,32,Female,Delhi,₹40k–60k,"Indian, Chinese, Continental",Spicy Guava,Gin & Tonic,Frequently,5,761.0,Yes,Zomato,Small Portion
610,48,Female,Bangalore,₹80k+,"Indian, Thai, Chinese",Spicy Guava,Rum Punch,Rarely,5,939.0,No,"Friend Referral, Google Search, Instagram",None
611,18,Male,Delhi,₹20k–40k,"Thai, Mexican",Minty Lime,Whiskey Sour,Rarely,5,1024.0,Yes,Google Search,"Wrong Order, Late Delivery"
612,20,Male,Chennai,₹40k–60k,"Chinese, Continental",Spicy Guava,Margarita,Occasionally,5,826.0,Yes,"Swiggy Ads, Google Search","Small Portion, Late Delivery"
613,33,Other,Chennai,<₹20k,Chinese,Fruit Fizz,Whiskey Sour,Rarely,5,935.0,Yes,"Google Search, Friend Referral","High Price, Late Delivery"
614,40,Female,Chennai,₹20k–40k,"Continental, Indian, Thai",Spicy Guava,Whiskey Sour,Occasionally,5,1119.0,Yes,"Friend Referral, Instagram","Late Delivery, Wrong Order"
615,28,Male,Delhi,₹80k+,Italian,Fruit Fizz,Whiskey Sour,Frequently,1,849.0,No,"Friend Referral, Instagram, Zomato",Late Delivery
616,29,Female,Hyderabad,₹80k+,Thai,Fruit Fizz,Margarita,Occasionally,3,932.0,No,"Zomato, Friend Referral, Swiggy Ads",None
617,27,Other,Hyderabad,<₹20k,Mexican,Minty Lime,Gin & Tonic,Occasionally,5,914.0,Yes,"Swiggy Ads, Google Search, Friend Referral",Late Delivery
618,49,Male,Mumbai,<₹20k,"Italian, Chinese, Thai",Virgin Mojito,Gin & Tonic,Frequently,3,979.0,Yes,"Zomato, Google Search","None, Wrong Order"
619,33,Male,Chennai,₹20k–40k,"Chinese, Continental, Indian",Virgin Mojito,Gin & Tonic,Occasionally,5,1049.0,Yes,"Instagram, Friend Referral",Late Delivery
620,25,Male,Hyderabad,₹60k–80k,"Chinese, Italian",Minty Lime,Whiskey Sour,Rarely,4,1117.0,Yes,Swiggy Ads,Wrong Order
621,55,Other,Mumbai,<₹20k,"Indian, Thai, Continental",Spicy Guava,Margarita,Rarely,5,1388.0,Yes,Google Search,Late Delivery
622,29,Female,Hyderabad,₹60k–80k,"Chinese, Continental",Minty Lime,Whiskey Sour,Rarely,2,500.0,Yes,Friend Referral,Late Delivery
623,41,Male,Chennai,₹40k–60k,Mexican,Fruit Fizz,Gin & Tonic,Rarely,1,967.0,Yes,"Zomato, Friend Referral, Swiggy Ads","High Price, Late Delivery"
624,45,Other,Bangalore,₹80k+,Chinese,Virgin Mojito,Gin & Tonic,Occasionally,4,727.0,Yes,"Zomato, Swiggy Ads","None, Wrong Order"
625,25,Female,Chennai,₹60k–80k,Thai,Minty Lime,Margarita,Occasionally,4,923.0,No,"Friend Referral, Instagram","None, Small Portion"
626,45,Other,Delhi,₹80k+,"Thai, Italian",Spicy Guava,Whiskey Sour,Frequently,2,1176.0,No,"Swiggy Ads, Instagram","Small Portion, High Price"
627,53,Female,Hyderabad,₹60k–80k,"Chinese, Mexican",Minty Lime,Rum Punch,Occasionally,5,1240.0,No,"Friend Referral, Swiggy Ads, Google Search",Late Delivery
628,43,Other,Hyderabad,₹40k–60k,Continental,Virgin Mojito,Rum Punch,Occasionally,1,1249.0,Yes,"Instagram, Swiggy Ads",None
629,25,Female,Delhi,<₹20k,Continental,Minty Lime,Gin & Tonic,Occasionally,4,1247.0,No,Google Search,"High Price, Late Delivery"
630,45,Male,Delhi,₹40k–60k,Chinese,Minty Lime,Margarita,Frequently,1,965.0,Yes,"Zomato, Swiggy Ads","High Price, None"
631,45,Female,Bangalore,<₹20k,"Thai, Indian, Continental",Virgin Mojito,Whiskey Sour,Rarely,4,1280.0,Yes,Google Search,Late Delivery
632,54,Other,Hyderabad,<₹20k,"Chinese, Indian",Fruit Fizz,Whiskey Sour,Occasionally,5,1319.0,No,"Swiggy Ads, Instagram",Small Portion
633,58,Other,Hyderabad,₹80k+,"Mexican, Thai",Fruit Fizz,Gin & Tonic,Frequently,4,1028.0,Yes,Instagram,None
634,53,Female,Bangalore,₹40k–60k,"Continental, Mexican",Virgin Mojito,Gin & Tonic,Frequently,4,1235.0,Yes,Zomato,"Small Portion, None"
635,44,Male,Mumbai,₹60k–80k,"Thai, Mexican, Continental",Minty Lime,Whiskey Sour,Frequently,3,1008.0,Yes,"Zomato, Swiggy Ads, Instagram",High Price
636,34,Male,Bangalore,₹40k–60k,"Thai, Italian, Mexican",Virgin Mojito,Whiskey Sour,Rarely,5,1282.0,Yes,"Instagram, Swiggy Ads","Small Portion, None"
637,26,Female,Chennai,₹80k+,"Thai, Mexican",Fruit Fizz,Gin & Tonic,Occasionally,2,968.0,Yes,"Google Search, Friend Referral, Swiggy Ads","Small Portion, High Price"
638,50,Female,Hyderabad,<₹20k,Thai,Spicy Guava,Whiskey Sour,Frequently,2,878.0,Yes,"Instagram, Google Search, Zomato",None
639,37,Other,Delhi,₹80k+,"Chinese, Indian",Minty Lime,Rum Punch,Rarely,5,776.0,No,Google Search,"Wrong Order, None"
640,30,Male,Chennai,₹20k–40k,Indian,Fruit Fizz,Gin & Tonic,Frequently,2,965.0,Yes,Instagram,"Wrong Order, Late Delivery"
641,45,Female,Hyderabad,₹20k–40k,"Italian, Continental, Indian",Minty Lime,Whiskey Sour,Frequently,5,1017.0,Yes,"Friend Referral, Instagram",Small Portion
642,46,Male,Bangalore,₹60k–80k,"Mexican, Continental, Thai",Virgin Mojito,Gin & Tonic,Frequently,2,811.0,Yes,"Swiggy Ads, Instagram",Wrong Order
643,30,Female,Chennai,₹80k+,"Italian, Indian",Spicy Guava,Margarita,Frequently,3,950.0,Yes,"Google Search, Zomato, Friend Referral",Wrong Order
644,52,Female,Hyderabad,₹60k–80k,"Mexican, Chinese",Virgin Mojito,Gin & Tonic,Frequently,2,895.0,No,"Swiggy Ads, Zomato, Google Search",Late Delivery
645,23,Male,Mumbai,₹60k–80k,Chinese,Spicy Guava,Gin & Tonic,Rarely,4,785.0,Yes,Instagram,"Late Delivery, None"
646,35,Female,Mumbai,₹20k–40k,"Continental, Chinese",Minty Lime,Margarita,Occasionally,5,1207.0,Yes,Zomato,"Wrong Order, High Price"
647,22,Female,Delhi,₹60k–80k,"Thai, Chinese",Minty Lime,Rum Punch,Occasionally,1,1242.0,Yes,"Zomato, Instagram, Friend Referral",Late Delivery
648,42,Other,Hyderabad,₹20k–40k,"Italian, Mexican, Chinese",Virgin Mojito,Whiskey Sour,Occasionally,1,1206.0,No,"Swiggy Ads, Google Search","Small Portion, Late Delivery"
649,19,Female,Mumbai,<₹20k,Indian,Spicy Guava,Margarita,Occasionally,5,983.0,No,Zomato,Small Portion
650,27,Female,Bangalore,₹80k+,Mexican,Spicy Guava,Gin & Tonic,Rarely,3,996.0,Yes,"Instagram, Friend Referral","Wrong Order, Small Portion"
651,47,Female,Hyderabad,₹60k–80k,"Mexican, Continental",Minty Lime,Whiskey Sour,Rarely,2,787.0,Yes,Zomato,"None, Late Delivery"
652,22,Other,Bangalore,₹20k–40k,"Continental, Mexican",Virgin Mojito,Margarita,Rarely,3,1083.0,Yes,"Instagram, Zomato",None
653,50,Male,Bangalore,₹40k–60k,"Chinese, Mexican",Spicy Guava,Whiskey Sour,Frequently,1,1034.0,Yes,"Swiggy Ads, Google Search",Late Delivery
654,18,Other,Mumbai,₹60k–80k,Mexican,Minty Lime,Whiskey Sour,Frequently,5,1500.0,Yes,Friend Referral,Late Delivery
655,35,Other,Hyderabad,<₹20k,Chinese,Fruit Fizz,Margarita,Frequently,5,1217.0,No,Google Search,Small Portion
656,49,Male,Chennai,<₹20k,Continental,Virgin Mojito,Whiskey Sour,Occasionally,3,1063.0,Yes,"Friend Referral, Swiggy Ads","Small Portion, Late Delivery"
657,28,Other,Mumbai,₹40k–60k,Italian,Fruit Fizz,Rum Punch,Frequently,3,992.0,No,"Swiggy Ads, Google Search, Zomato",Late Delivery
658,38,Male,Mumbai,₹20k–40k,"Indian, Italian",Virgin Mojito,Margarita,Occasionally,2,1200.0,Yes,"Instagram, Zomato, Swiggy Ads",Late Delivery
659,43,Other,Hyderabad,₹60k–80k,"Mexican, Continental",Minty Lime,Rum Punch,Frequently,4,817.0,Yes,Google Search,"Wrong Order, None"
660,42,Male,Hyderabad,₹20k–40k,Thai,Spicy Guava,Gin & Tonic,Occasionally,4,1228.0,Yes,Zomato,"Wrong Order, Small Portion"
661,39,Female,Bangalore,<₹20k,"Italian, Thai",Spicy Guava,Whiskey Sour,Frequently,2,783.0,Yes,"Friend Referral, Instagram, Zomato",Late Delivery
662,44,Other,Hyderabad,₹20k–40k,"Mexican, Indian, Continental",Spicy Guava,Gin & Tonic,Frequently,4,888.0,Yes,"Instagram, Zomato",High Price
663,30,Other,Bangalore,<₹20k,Italian,Virgin Mojito,Gin & Tonic,Rarely,1,632.0,Yes,"Friend Referral, Instagram, Zomato",High Price
664,50,Other,Mumbai,₹20k–40k,"Chinese, Italian",Minty Lime,Whiskey Sour,Frequently,4,1123.0,Yes,"Instagram, Friend Referral",High Price
665,51,Other,Delhi,₹40k–60k,"Chinese, Indian, Thai",Fruit Fizz,Margarita,Frequently,2,1050.0,Yes,"Instagram, Google Search, Swiggy Ads",None
666,58,Female,Chennai,₹80k+,Continental,Minty Lime,Whiskey Sour,Rarely,4,888.0,Yes,"Instagram, Friend Referral, Zomato",None
667,52,Other,Mumbai,₹40k–60k,"Thai, Italian, Indian",Fruit Fizz,Gin & Tonic,Occasionally,5,814.0,Yes,"Swiggy Ads, Zomato, Instagram",High Price
668,18,Female,Hyderabad,₹40k–60k,Thai,Virgin Mojito,Gin & Tonic,Rarely,3,1276.0,Yes,Instagram,Small Portion
669,38,Female,Chennai,₹80k+,Continental,Virgin Mojito,Margarita,Rarely,1,973.0,Yes,"Instagram, Google Search",None
670,23,Female,Delhi,₹80k+,"Italian, Indian, Mexican",Fruit Fizz,Whiskey Sour,Occasionally,5,847.0,Yes,"Swiggy Ads, Instagram, Zomato",Late Delivery
671,45,Female,Delhi,₹60k–80k,"Italian, Thai",Fruit Fizz,Gin & Tonic,Frequently,5,1384.0,Yes,"Zomato, Google Search, Friend Referral","Small Portion, None"
672,34,Male,Bangalore,₹60k–80k,"Italian, Thai",Fruit Fizz,Rum Punch,Occasionally,2,869.0,No,"Friend Referral, Swiggy Ads, Instagram",Small Portion
673,22,Male,Chennai,₹40k–60k,"Italian, Continental",Minty Lime,Gin & Tonic,Frequently,3,1228.0,No,"Google Search, Friend Referral","Wrong Order, None"
674,48,Other,Bangalore,₹40k–60k,Thai,Fruit Fizz,Gin & Tonic,Frequently,3,770.0,Yes,"Zomato, Google Search, Friend Referral",None
675,22,Male,Mumbai,<₹20k,"Indian, Mexican, Thai",Virgin Mojito,Margarita,Occasionally,1,929.0,Yes,Swiggy Ads,None
676,55,Male,Chennai,<₹20k,"Thai, Indian",Virgin Mojito,Rum Punch,Rarely,2,1100.0,Yes,Instagram,"Wrong Order, None"
677,20,Other,Mumbai,₹60k–80k,"Thai, Continental, Indian",Spicy Guava,Gin & Tonic,Occasionally,1,988.0,No,Google Search,"Small Portion, Late Delivery"
678,40,Other,Bangalore,₹60k–80k,Mexican,Fruit Fizz,Gin & Tonic,Frequently,4,1049.0,Yes,"Instagram, Zomato, Friend Referral","Late Delivery, Small Portion"
679,54,Other,Chennai,<₹20k,"Continental, Mexican",Minty Lime,Rum Punch,Occasionally,5,892.0,Yes,"Zomato, Instagram",Small Portion
